from	to
12280023	Retention and breakdown of nutrients
12280022	Peak flow mitigation services
12280022	River flood mitigation services
12280021	Aquaculture provisioning services
12280020	Wood provisioning services
12280019	Crop provisioning services
12280018	Livestock provisioning services
12280017	Ecosystem and species appreciation
12280028	Livestock provisioning services
12270007	Retention and breakdown of other pollutants
12270006	Retention and breakdown of nutrients
12270005	Global climate regulation services
12270004	Global climate regulation services
12270003	Global climate regulation services
12270002	Ecosystem and species appreciation
12270001	Livestock provisioning services
12260001	Nursery population and habitat maintenance services
12250001	Coastal protection services
12240001	Visual amenity services
12240004	Global climate regulation services
12240003	Recreation-related services
12240002	Visual amenity services
12230001	Ecosystem and species appreciation
12230002	Global climate regulation services
12230003	Global climate regulation services
12230004	Global climate regulation services
12230005	Retention and breakdown of nutrients
12230006	Retention and breakdown of other pollutants
12220001	Water supply
12210001	Retention and breakdown of nutrients
12210002	River flood mitigation services
12210003	Visual amenity services
12210004	Global climate regulation services
12210005	Recreation-related services
12200001	Ecosystem and species appreciation
12200001	Recreation-related services
12190001	Pollination services
12180006	Ecosystem and species appreciation
12180006	Recreation-related services
12180007	Global climate regulation services
12180008	Global climate regulation services
12180009	Global climate regulation services
12180010	Global climate regulation services
12180011	Global climate regulation services
12180012	Global climate regulation services
12180005	Ecosystem and species appreciation
12180005	Recreation-related services
12180004	Ecosystem and species appreciation
12180004	Recreation-related services
12180003	Ecosystem and species appreciation
12180003	Recreation-related services
12180002	Ecosystem and species appreciation
12180002	Spiritual, artistic and symbolic services
12180002	Recreation-related services
12180001	Ecosystem and species appreciation
12180001	Spiritual, artistic and symbolic services
12180001	Recreation-related services
12170001	Ecosystem and species appreciation
12160001	Ecosystem and species appreciation
12160002	Ecosystem and species appreciation
12160003	Ecosystem and species appreciation
12150001	Livestock provisioning services
12150002	Crop provisioning services
12140001	Baseline flow maintenance services
12140002	Global climate regulation services
12140003	Local (micro and meso) climate regulation services
12140004	Retention and breakdown of other pollutants
12140004	Retention and breakdown of nutrients
12140006	Global climate regulation services
12140007	Local (micro and meso) climate regulation services
12140008	Retention and breakdown of other pollutants
12140008	Retention and breakdown of nutrients
12140005	Baseline flow maintenance services
12130001	Grazed biomass provisioning services
12130001	Ecosystem and species appreciation
12130001	River flood mitigation services
12130001	Retention and breakdown of nutrients
12130002	Grazed biomass provisioning services
12130002	Ecosystem and species appreciation
12130002	River flood mitigation services
12130002	Retention and breakdown of nutrients
12120003	Air filtration services
12120004	Air filtration services
12120005	Air filtration services
12120006	Air filtration services
12120007	Air filtration services
12120008	Air filtration services
12120009	Global climate regulation services
12120010	Global climate regulation services
12120011	Global climate regulation services
12120012	Global climate regulation services
12120013	Global climate regulation services
12120014	Global climate regulation services
12120015	Global climate regulation services
12120016	Global climate regulation services
12120017	Global climate regulation services
12120018	Pollination services
12120019	Pollination services
12120020	Pollination services
12120021	Pollination services
12120022	Pollination services
12120023	Pollination services
12120002	Air filtration services
12120024	Retention and breakdown of other pollutants
12120024	Retention and breakdown of nutrients
12120001	Air filtration services
12120025	Retention and breakdown of other pollutants
12120025	Retention and breakdown of nutrients
12120026	Retention and breakdown of other pollutants
12120026	Retention and breakdown of nutrients
12120027	Retention and breakdown of other pollutants
12120027	Retention and breakdown of nutrients
12120028	Recreation-related services
12120029	Recreation-related services
12120030	Ecosystem and species appreciation
12120031	Ecosystem and species appreciation
12120032	Ecosystem and species appreciation
12110005	Education, scientific and research services
12110001	Wild fish and other natural aquatic biomass provisioning services
12110002	Spiritual, artistic and symbolic services
12110003	Wild animals, plants and other biomass provisioning services
12110004	Global climate regulation services
12110006	Recreation-related services
12100001	Wood provisioning services
12100002	Wood provisioning services
12090001	Recreation-related services
12080001	Air filtration services
12070001	Recreation-related services
12060001	Visual amenity services
12060002	Visual amenity services
12060003	Water supply
12060004	Water supply
12060005	Ecosystem and species appreciation
12060006	Ecosystem and species appreciation
12060007	Ecosystem and species appreciation
12060008	Ecosystem and species appreciation
12050019	Water supply
12050019	Grazed biomass provisioning services
12050019	Soil erosion control services
12050019	Nursery population and habitat maintenance services
12050001	Soil erosion control services
12050002	Global climate regulation services
12050003	Wild animals, plants and other biomass provisioning services
12050004	Soil erosion control services
12050005	Nursery population and habitat maintenance services
12050006	Grazed biomass provisioning services
12050007	Water supply
12050008	Wild animals, plants and other biomass provisioning services
12050008	Soil erosion control services
12050008	Global climate regulation services
12050008	Nursery population and habitat maintenance services
12050009	Wild animals, plants and other biomass provisioning services
12050009	Soil erosion control services
12050009	Global climate regulation services
12050009	Nursery population and habitat maintenance services
12050010	Wild animals, plants and other biomass provisioning services
12050010	Soil erosion control services
12050010	Global climate regulation services
12050010	Nursery population and habitat maintenance services
12050011	Wild animals, plants and other biomass provisioning services
12050011	Soil erosion control services
12050011	Global climate regulation services
12050011	Nursery population and habitat maintenance services
12050012	Wild animals, plants and other biomass provisioning services
12050012	Soil erosion control services
12050012	Global climate regulation services
12050012	Nursery population and habitat maintenance services
12050013	Wild animals, plants and other biomass provisioning services
12050013	Soil erosion control services
12050013	Global climate regulation services
12050013	Nursery population and habitat maintenance services
12050014	Wild animals, plants and other biomass provisioning services
12050014	Soil erosion control services
12050014	Global climate regulation services
12050014	Nursery population and habitat maintenance services
12050015	Wild animals, plants and other biomass provisioning services
12050015	Soil erosion control services
12050015	Global climate regulation services
12050015	Nursery population and habitat maintenance services
12050016	Wild animals, plants and other biomass provisioning services
12050016	Soil erosion control services
12050016	Global climate regulation services
12050016	Nursery population and habitat maintenance services
12050017	Water supply
12050017	Grazed biomass provisioning services
12050017	Soil erosion control services
12050017	Nursery population and habitat maintenance services
12050018	Water supply
12050018	Grazed biomass provisioning services
12050018	Soil erosion control services
12050018	Nursery population and habitat maintenance services
12050022	Water supply
12050022	Grazed biomass provisioning services
12050022	Soil erosion control services
12050022	Nursery population and habitat maintenance services
12050023	Water supply
12050023	Grazed biomass provisioning services
12050023	Soil erosion control services
12050023	Nursery population and habitat maintenance services
12050024	Water supply
12050024	Grazed biomass provisioning services
12050024	Soil erosion control services
12050024	Nursery population and habitat maintenance services
12050025	Water supply
12050025	Grazed biomass provisioning services
12050025	Soil erosion control services
12050025	Nursery population and habitat maintenance services
12050021	Water supply
12050021	Grazed biomass provisioning services
12050021	Soil erosion control services
12050021	Nursery population and habitat maintenance services
12050020	Water supply
12050020	Grazed biomass provisioning services
12050020	Soil erosion control services
12050020	Nursery population and habitat maintenance services
12040003	Recreation-related services
12040004	Visual amenity services
12040005	Spiritual, artistic and symbolic services
12040002	River flood mitigation services
12040001	River flood mitigation services
12030002	Ecosystem and species appreciation
12020002	Ecosystem and species appreciation
12020001	Ecosystem and species appreciation
12010001	Soil erosion control services
12010002	Global climate regulation services
12000001	Water supply
12000001	Recreation-related services
12000002	Crop provisioning services
12000002	Rainfall pattern regulation services (at sub-continental scale)
12000003	Crop provisioning services
12000003	Rainfall pattern regulation services (at sub-continental scale)
11990001	Wood provisioning services
11990002	Wood provisioning services
11990003	Water supply
11980001	Ecosystem and species appreciation
11980002	Ecosystem and species appreciation
11980003	Ecosystem and species appreciation
11980004	Ecosystem and species appreciation
11980005	Ecosystem and species appreciation
11980006	Ecosystem and species appreciation
11980007	Ecosystem and species appreciation
11980008	Ecosystem and species appreciation
11980009	Ecosystem and species appreciation
11980010	Ecosystem and species appreciation
11980011	Ecosystem and species appreciation
11980012	Ecosystem and species appreciation
11980013	Ecosystem and species appreciation
11980014	Ecosystem and species appreciation
11980015	Ecosystem and species appreciation
11980016	Ecosystem and species appreciation
11980017	Ecosystem and species appreciation
11980018	Ecosystem and species appreciation
11980019	Ecosystem and species appreciation
11980020	Ecosystem and species appreciation
11980021	Ecosystem and species appreciation
11980022	Ecosystem and species appreciation
11980024	Ecosystem and species appreciation
11980023	Ecosystem and species appreciation
11970007	Ecosystem and species appreciation
11970008	Ecosystem and species appreciation
11970009	Ecosystem and species appreciation
11970010	Ecosystem and species appreciation
11970011	Ecosystem and species appreciation
11970012	Ecosystem and species appreciation
11970013	Ecosystem and species appreciation
11970014	Ecosystem and species appreciation
11970015	Ecosystem and species appreciation
11970016	Ecosystem and species appreciation
11970017	Ecosystem and species appreciation
11970018	Ecosystem and species appreciation
11970019	Ecosystem and species appreciation
11970020	Ecosystem and species appreciation
11970006	Ecosystem and species appreciation
11970005	Ecosystem and species appreciation
11970003	Ecosystem and species appreciation
11970001	Ecosystem and species appreciation
11970002	Ecosystem and species appreciation
11970004	Ecosystem and species appreciation
11960001	Ecosystem and species appreciation
11950001	Ecosystem and species appreciation
11940001	Ecosystem and species appreciation
11930001	Water supply
11930001	Soil erosion control services
11930001	Global climate regulation services
11920001	Spiritual, artistic and symbolic services
11910001	Ecosystem and species appreciation
11910001	Crop provisioning services
11910002	Ecosystem and species appreciation
11910002	Crop provisioning services
11910003	Ecosystem and species appreciation
11910003	Crop provisioning services
11900001	Water supply
11890001	Ecosystem and species appreciation
11890002	Ecosystem and species appreciation
11890003	Retention and breakdown of other pollutants
11890003	Retention and breakdown of nutrients
11890004	Retention and breakdown of other pollutants
11890004	Retention and breakdown of nutrients
11890005	Recreation-related services
11890006	Recreation-related services
11880002	Ecosystem and species appreciation
11880001	Ecosystem and species appreciation
11880005	Ecosystem and species appreciation
11880006	Ecosystem and species appreciation
11880007	Ecosystem and species appreciation
11880008	Ecosystem and species appreciation
11880004	Ecosystem and species appreciation
11880003	Ecosystem and species appreciation
11870001	Ecosystem and species appreciation
11870002	Ecosystem and species appreciation
11860001	Ecosystem and species appreciation
11860002	Ecosystem and species appreciation
11860003	Ecosystem and species appreciation
11860004	Ecosystem and species appreciation
11860005	Ecosystem and species appreciation
11860006	Ecosystem and species appreciation
11850001	Wild fish and other natural aquatic biomass provisioning services
11850002	Recreation-related services
11840001	Visual amenity services
11840001	Air filtration services
11840001	River flood mitigation services
11840001	Local (micro and meso) climate regulation services
11840001	Soil erosion control services
11840001	Noise attenuation services
11830001	Ecosystem and species appreciation
11830001	Coastal protection services
11830001	Soil erosion control services
11830001	Wild fish and other natural aquatic biomass provisioning services
11830001	Nursery population and habitat maintenance services
11830001	Water supply
11830001	Recreation-related services
11830002	Ecosystem and species appreciation
11830002	Coastal protection services
11830002	Soil erosion control services
11830002	Wild fish and other natural aquatic biomass provisioning services
11830002	Nursery population and habitat maintenance services
11830002	Water supply
11830002	Recreation-related services
11830003	Ecosystem and species appreciation
11830003	Coastal protection services
11830003	Soil erosion control services
11830003	Wild fish and other natural aquatic biomass provisioning services
11830003	Nursery population and habitat maintenance services
11830003	Water supply
11830003	Recreation-related services
11820001	Wild animals, plants and other biomass provisioning services
11810001	Ecosystem and species appreciation
11810001	Retention and breakdown of nutrients
11810001	Aquaculture provisioning services
11810001	Baseline flow maintenance services
11810001	Disease control services
11810001	Peak flow mitigation services
11810001	Nursery population and habitat maintenance services
11810001	Global climate regulation services
11800001	Recreation-related services
11800002	Recreation-related services
11790001	Rainfall pattern regulation services (at sub-continental scale)
11790002	Global climate regulation services
11780008	Soil erosion control services
11780007	Soil erosion control services
11780006	Soil erosion control services
11780005	Soil erosion control services
11780001	Soil erosion control services
11780002	Soil erosion control services
11780003	Soil erosion control services
11780004	Soil erosion control services
11770001	Global climate regulation services
11770002	Global climate regulation services
11770003	Wild fish and other natural aquatic biomass provisioning services
11770004	Wild animals, plants and other biomass provisioning services
11770005	Soil quality regulation services
11760001	Ecosystem and species appreciation
11760002	Ecosystem and species appreciation
11760004	Ecosystem and species appreciation
11760003	Ecosystem and species appreciation
11750001	Wild animals, plants and other biomass provisioning services
11740001	Recreation-related services
11740002	Recreation-related services
11740003	Recreation-related services
11740004	Recreation-related services
11740005	Recreation-related services
11740006	Recreation-related services
11740007	Recreation-related services
11740008	Recreation-related services
11730001	Rainfall pattern regulation services (at sub-continental scale)
11720001	Water supply
11720001	Ecosystem and species appreciation
11720002	Water supply
11720002	Ecosystem and species appreciation
11720003	Water supply
11720003	Ecosystem and species appreciation
11720004	Water supply
11720004	Ecosystem and species appreciation
11720005	Water supply
11720005	Ecosystem and species appreciation
11720006	Water supply
11720006	Ecosystem and species appreciation
11710001	Retention and breakdown of other pollutants
11710001	Soil erosion control services
11710001	Rainfall pattern regulation services (at sub-continental scale)
11710001	Soil quality regulation services
11710001	Water supply
11700001	Global climate regulation services
11700002	Global climate regulation services
11700003	Global climate regulation services
11700004	Global climate regulation services
11700005	Global climate regulation services
11700006	Global climate regulation services
11700007	Global climate regulation services
11700008	Global climate regulation services
11700009	Global climate regulation services
11700010	Global climate regulation services
11700011	Global climate regulation services
11700012	Global climate regulation services
11700013	Global climate regulation services
11700014	Global climate regulation services
11700015	Global climate regulation services
11700016	Global climate regulation services
11690004	Wild fish and other natural aquatic biomass provisioning services
11690003	Wild fish and other natural aquatic biomass provisioning services
11690002	Wild fish and other natural aquatic biomass provisioning services
11690001	Retention and breakdown of other pollutants
11680001	Wood provisioning services
11670001	Ecosystem and species appreciation
11660001	Water supply
11660001	Recreation-related services
11650001	Global climate regulation services
11650002	Global climate regulation services
11650003	Global climate regulation services
11640001	Water supply
11640001	Ecosystem and species appreciation
11640002	Water supply
11640002	Ecosystem and species appreciation
11640003	Water supply
11640003	Ecosystem and species appreciation
11640004	Water supply
11640004	Ecosystem and species appreciation
11630008	Wood provisioning services
11630001	Wild animals, plants and other biomass provisioning services
11630002	Wood provisioning services
11630003	Wild animals, plants and other biomass provisioning services
11630004	Wild animals, plants and other biomass provisioning services
11630005	Wood provisioning services
11630006	Wild animals, plants and other biomass provisioning services
11630007	Wild animals, plants and other biomass provisioning services
11630011	Wood provisioning services
11630012	Wild animals, plants and other biomass provisioning services
11630013	Water supply
11630014	Wood provisioning services
11630015	Air filtration services
11630016	Local (micro and meso) climate regulation services
11630017	Spiritual, artistic and symbolic services
11630018	Visual amenity services
11630019	Spiritual, artistic and symbolic services
11630020	Ecosystem and species appreciation
11630021	Ecosystem and species appreciation
11630022	Ecosystem and species appreciation
11630010	Wood provisioning services
11630009	Wood provisioning services
11620011	Wild animals, plants and other biomass provisioning services
11620011	Wood provisioning services
11620011	Crop provisioning services
11620011	Grazed biomass provisioning services
11620012	Wild animals, plants and other biomass provisioning services
11620012	Wood provisioning services
11620012	Crop provisioning services
11620012	Grazed biomass provisioning services
11620013	Grazed biomass provisioning services
11620013	Crop provisioning services
11620014	Grazed biomass provisioning services
11620014	Crop provisioning services
11620015	Grazed biomass provisioning services
11620015	Crop provisioning services
11620016	Grazed biomass provisioning services
11620016	Crop provisioning services
11620017	Grazed biomass provisioning services
11620017	Crop provisioning services
11620018	Grazed biomass provisioning services
11620018	Crop provisioning services
11620019	Grazed biomass provisioning services
11620019	Crop provisioning services
11620020	Grazed biomass provisioning services
11620020	Crop provisioning services
11620021	Grazed biomass provisioning services
11620021	Crop provisioning services
11620022	Grazed biomass provisioning services
11620022	Crop provisioning services
11620023	Grazed biomass provisioning services
11620023	Crop provisioning services
11620024	Grazed biomass provisioning services
11620024	Crop provisioning services
11620010	Wild animals, plants and other biomass provisioning services
11620010	Wood provisioning services
11620010	Crop provisioning services
11620010	Grazed biomass provisioning services
11620009	Wild animals, plants and other biomass provisioning services
11620009	Wood provisioning services
11620009	Crop provisioning services
11620009	Grazed biomass provisioning services
11620008	Wild animals, plants and other biomass provisioning services
11620008	Wood provisioning services
11620008	Crop provisioning services
11620008	Grazed biomass provisioning services
11620007	Wild animals, plants and other biomass provisioning services
11620007	Wood provisioning services
11620007	Crop provisioning services
11620007	Grazed biomass provisioning services
11620001	Wild animals, plants and other biomass provisioning services
11620001	Wood provisioning services
11620001	Crop provisioning services
11620001	Grazed biomass provisioning services
11620002	Wild animals, plants and other biomass provisioning services
11620002	Wood provisioning services
11620002	Crop provisioning services
11620002	Grazed biomass provisioning services
11620003	Wild animals, plants and other biomass provisioning services
11620003	Wood provisioning services
11620003	Crop provisioning services
11620003	Grazed biomass provisioning services
11620004	Wild animals, plants and other biomass provisioning services
11620004	Wood provisioning services
11620004	Crop provisioning services
11620004	Grazed biomass provisioning services
11620005	Wild animals, plants and other biomass provisioning services
11620005	Wood provisioning services
11620005	Crop provisioning services
11620005	Grazed biomass provisioning services
11620006	Wild animals, plants and other biomass provisioning services
11620006	Wood provisioning services
11620006	Crop provisioning services
11620006	Grazed biomass provisioning services
11610001	Wood provisioning services
11610001	Livestock provisioning services
11610001	Other provisioning services
11610002	Wood provisioning services
11610002	Livestock provisioning services
11610002	Other provisioning services
11610003	Wood provisioning services
11610003	Livestock provisioning services
11610003	Other provisioning services
11610004	Wood provisioning services
11610004	Livestock provisioning services
11610004	Other provisioning services
11610005	Wood provisioning services
11610005	Livestock provisioning services
11610005	Other provisioning services
11610006	Wood provisioning services
11610006	Livestock provisioning services
11610006	Other provisioning services
11610007	Wood provisioning services
11610007	Livestock provisioning services
11610007	Other provisioning services
11610009	Wood provisioning services
11610009	Livestock provisioning services
11610009	Other provisioning services
11610010	Wood provisioning services
11610010	Livestock provisioning services
11610010	Other provisioning services
11610011	Wood provisioning services
11610011	Livestock provisioning services
11610011	Other provisioning services
11610012	Wood provisioning services
11610012	Livestock provisioning services
11610012	Other provisioning services
11610008	Wood provisioning services
11610008	Livestock provisioning services
11610008	Other provisioning services
11600001	Soil erosion control services
11600001	Baseline flow maintenance services
11600001	Global climate regulation services
11600001	Soil quality regulation services
11600002	Soil erosion control services
11600002	Baseline flow maintenance services
11600002	Global climate regulation services
11600002	Soil quality regulation services
11600003	Soil erosion control services
11600003	Baseline flow maintenance services
11600003	Global climate regulation services
11600003	Soil quality regulation services
11600004	Soil erosion control services
11600004	Baseline flow maintenance services
11600004	Global climate regulation services
11600004	Soil quality regulation services
11590001	Crop provisioning services
11590002	Grazed biomass provisioning services
11590002	Livestock provisioning services
11590003	Nursery population and habitat maintenance services
11590004	Global climate regulation services
11590005	Crop provisioning services
11590006	Grazed biomass provisioning services
11590006	Livestock provisioning services
11590007	Nursery population and habitat maintenance services
11590008	Global climate regulation services
11590009	Crop provisioning services
11590010	Grazed biomass provisioning services
11590010	Livestock provisioning services
11590011	Nursery population and habitat maintenance services
11590012	Global climate regulation services
11580012	Water supply
11580012	Crop provisioning services
11580013	Water supply
11580013	Crop provisioning services
11580014	Water supply
11580014	Crop provisioning services
11580015	Water supply
11580015	Crop provisioning services
11580016	Water supply
11580016	Crop provisioning services
11580017	Water supply
11580017	Crop provisioning services
11580018	Water supply
11580018	Crop provisioning services
11580019	Water supply
11580019	Crop provisioning services
11580020	Water supply
11580020	Crop provisioning services
11580021	Water supply
11580021	Crop provisioning services
11580022	Water supply
11580022	Crop provisioning services
11580023	Water supply
11580023	Crop provisioning services
11580024	Water supply
11580024	Crop provisioning services
11580011	Water supply
11580011	Crop provisioning services
11580010	Water supply
11580010	Crop provisioning services
11580008	Water supply
11580008	Crop provisioning services
11580001	Water supply
11580001	Crop provisioning services
11580002	Water supply
11580002	Crop provisioning services
11580003	Water supply
11580003	Crop provisioning services
11580004	Water supply
11580004	Crop provisioning services
11580005	Water supply
11580005	Crop provisioning services
11580006	Water supply
11580006	Crop provisioning services
11580007	Water supply
11580007	Crop provisioning services
11580009	Water supply
11580009	Crop provisioning services
11570001	Ecosystem and species appreciation
11570002	Ecosystem and species appreciation
11570003	Ecosystem and species appreciation
11570004	Ecosystem and species appreciation
11570005	Ecosystem and species appreciation
11570006	Ecosystem and species appreciation
11570007	Ecosystem and species appreciation
11570008	Ecosystem and species appreciation
11560028	Crop provisioning services
11560007	Crop provisioning services
11560008	Crop provisioning services
11560009	Crop provisioning services
11560010	Crop provisioning services
11560011	Crop provisioning services
11560012	Crop provisioning services
11560013	Crop provisioning services
11560014	Crop provisioning services
11560015	Crop provisioning services
11560016	Crop provisioning services
11560017	Crop provisioning services
11560018	Crop provisioning services
11560019	Crop provisioning services
11560020	Crop provisioning services
11560021	Crop provisioning services
11560022	Crop provisioning services
11560023	Crop provisioning services
11560024	Crop provisioning services
11560025	Crop provisioning services
11560026	Crop provisioning services
11560027	Crop provisioning services
11560006	Crop provisioning services
11560005	Crop provisioning services
11560004	Crop provisioning services
11560003	Crop provisioning services
11560001	Crop provisioning services
11560002	Crop provisioning services
11560031	Crop provisioning services
11560032	Crop provisioning services
11560033	Crop provisioning services
11560034	Crop provisioning services
11560035	Crop provisioning services
11560036	Crop provisioning services
11560030	Crop provisioning services
11560029	Crop provisioning services
11550030	Other provisioning services
11550009	Wood provisioning services
11550010	Wild animals, plants and other biomass provisioning services
11550011	Wild animals, plants and other biomass provisioning services
11550012	Wild animals, plants and other biomass provisioning services
11550013	Other provisioning services
11550014	Other provisioning services
11550015	Other provisioning services
11550016	Other provisioning services
11550017	Other provisioning services
11550018	Other provisioning services
11550019	Livestock provisioning services
11550020	Livestock provisioning services
11550021	Livestock provisioning services
11550022	Livestock provisioning services
11550023	Livestock provisioning services
11550024	Livestock provisioning services
11550025	Wild animals, plants and other biomass provisioning services
11550026	Wild animals, plants and other biomass provisioning services
11550027	Wild animals, plants and other biomass provisioning services
11550028	Other provisioning services
11550029	Other provisioning services
11550008	Wood provisioning services
11550007	Wood provisioning services
11550006	Grazed biomass provisioning services
11550005	Grazed biomass provisioning services
11550001	Water supply
11550002	Water supply
11550003	Water supply
11550004	Grazed biomass provisioning services
11550058	Grazed biomass provisioning services
11550059	Grazed biomass provisioning services
11550060	Grazed biomass provisioning services
11550061	Wood provisioning services
11550062	Wood provisioning services
11550063	Wood provisioning services
11550064	Wild animals, plants and other biomass provisioning services
11550065	Wild animals, plants and other biomass provisioning services
11550066	Wild animals, plants and other biomass provisioning services
11550067	Other provisioning services
11550068	Other provisioning services
11550069	Other provisioning services
11550070	Other provisioning services
11550071	Other provisioning services
11550072	Other provisioning services
11550073	Crop provisioning services
11550074	Crop provisioning services
11550075	Crop provisioning services
11550076	Crop provisioning services
11550077	Crop provisioning services
11550078	Crop provisioning services
11550057	Water supply
11550079	Wild animals, plants and other biomass provisioning services
11550056	Water supply
11550054	River flood mitigation services
11550054	Ecosystem and species appreciation
11550054	Wood provisioning services
11550054	Livestock provisioning services
11550054	Nursery population and habitat maintenance services
11550054	Water supply
11550054	Grazed biomass provisioning services
11550054	Recreation-related services
11550054	Other provisioning services
11550033	Wood provisioning services
11550034	Coastal protection services
11550035	Coastal protection services
11550036	Coastal protection services
11550037	Nursery population and habitat maintenance services
11550038	Nursery population and habitat maintenance services
11550039	Nursery population and habitat maintenance services
11550040	Recreation-related services
11550041	Recreation-related services
11550042	Recreation-related services
11550043	Recreation-related services
11550044	Recreation-related services
11550045	Recreation-related services
11550046	Recreation-related services
11550047	Recreation-related services
11550048	Recreation-related services
11550049	Ecosystem and species appreciation
11550050	Ecosystem and species appreciation
11550051	Ecosystem and species appreciation
11550052	River flood mitigation services
11550052	Ecosystem and species appreciation
11550052	Wood provisioning services
11550052	Livestock provisioning services
11550052	Nursery population and habitat maintenance services
11550052	Water supply
11550052	Grazed biomass provisioning services
11550052	Recreation-related services
11550052	Other provisioning services
11550053	River flood mitigation services
11550053	Ecosystem and species appreciation
11550053	Wood provisioning services
11550053	Livestock provisioning services
11550053	Nursery population and habitat maintenance services
11550053	Water supply
11550053	Grazed biomass provisioning services
11550053	Recreation-related services
11550053	Other provisioning services
11550055	Water supply
11550080	Wild animals, plants and other biomass provisioning services
11550081	Wild animals, plants and other biomass provisioning services
11550082	Other provisioning services
11550083	Other provisioning services
11550084	Other provisioning services
11550085	Wood provisioning services
11550086	Wood provisioning services
11550087	Wood provisioning services
11550088	Coastal protection services
11550089	Coastal protection services
11550090	Coastal protection services
11550091	Nursery population and habitat maintenance services
11550092	Nursery population and habitat maintenance services
11550032	Wood provisioning services
11550093	Nursery population and habitat maintenance services
11550095	Recreation-related services
11550096	Recreation-related services
11550097	Recreation-related services
11550098	Recreation-related services
11550099	Recreation-related services
11550100	River flood mitigation services
11550100	Wood provisioning services
11550100	Livestock provisioning services
11550100	Nursery population and habitat maintenance services
11550100	Water supply
11550100	Grazed biomass provisioning services
11550100	Recreation-related services
11550100	Other provisioning services
11550101	River flood mitigation services
11550101	Wood provisioning services
11550101	Livestock provisioning services
11550101	Nursery population and habitat maintenance services
11550101	Water supply
11550101	Grazed biomass provisioning services
11550101	Recreation-related services
11550101	Other provisioning services
11550102	River flood mitigation services
11550102	Wood provisioning services
11550102	Livestock provisioning services
11550102	Nursery population and habitat maintenance services
11550102	Water supply
11550102	Grazed biomass provisioning services
11550102	Recreation-related services
